Employment_Sector;Education_Level;Years_at_Residence;Income_Fluctuations;Cash_Flow_Stability;Recurring_Expenses;Utility_Payments_On_Time;Rental_History_On_Time;Subscription_Payments;Spending_Patterns;Real_Time_Transactions;E_Commerce_Activity;Local_Job_Market_Stability;Inflation_Impact;Economic_Downturn_Resilience
Finance;Bachelor's;16;0,431498033;3224,77145;38,71471433;91,82654454;83,46328979;53,66529091;31,7602059;0;812,8353433;6,724102233;7,945012957;0,87330499
Healthcare;High School;10;1,125428225;1612,091996;27,32669096;85,2167658;90,75076583;94,70910793;67,83547395;7;4977,582243;5,320567654;9,27577566;0,917522806
Retail;Master's;29;0,867648817;2101,346417;26,66822884;96,42984408;63,03375789;61,40829569;26,49576634;3;594,2628924;8,586985613;5,798805979;0,800591123
Tech;High School;10;0,279183492;877,6379112;58,88630207;86,93717548;64,84478371;87,00089001;29,98830369;9;74,74985552;14,56332085;1,900582044;1,156621949
Education;Master's;12;1,33498986;2000,581671;72,50708267;65,31339435;50,03137583;65,48666245;36,91689301;4;4450,094506;9,474395412;6,298200769;1,418852051
Tech;Master's;9;0,650826985;3548,934255;67,43123062;63,25406422;98,15470654;92,93760128;57,13251019;1;1224,767542;13,56910373;8,005560529;0,900595374
Tech;High School;1;1,259015725;824,4999182;28,46645564;84,80962252;95,87724473;85,02274327;46,35378553;0;3648,498137;10,46142489;1,839953082;0,692343156
Retail;PhD;5;1,202798222;1424,306338;52,73492731;59,64352843;88,22841319;70,09067293;69,61158479;8;4055,076875;8,178204846;2,55391661;0,770722758
Tech;Master's;20;0,974195625;2216,484686;26,33549276;54,63574054;53,95380105;53,81512271;27,08538403;1;4294,931955;13,10989832;1,11061595;1,354000823
Healthcare;PhD;8;0,792273584;4919,222917;22,71767862;76,61114374;72,37514448;86,63500919;10,85378303;5;4957,971178;8,127785432;6,342873215;1,071639723
Healthcare;Bachelor's;11;1,471371177;4031,878203;59,38315156;91,08207849;55,0945877;80,8442378;72,12459774;0;1470,19855;13,29216622;8,980609528;0,955011032
Finance;Master's;12;0,302951101;3800,690359;52,10914002;55,06899212;50,79601336;50,14558589;75,73194671;0;3551,21671;5,790498004;7,035969844;0,649636722
Education;PhD;1;1,115218019;1022,859304;24,92142111;89,59456619;80,80914826;50,4709928;14,75841305;8;576,9992914;3,674569959;9,838360788;0,949727308
Tech;PhD;25;0,367666982;4014,481521;22,09635478;90,57860022;98,04147085;90,43964866;58,87260177;3;2034,046457;13,11908804;1,567302872;0,778492003
Tech;Bachelor's;22;0,573568347;4033,709652;79,3853848;74,1137;95,14340117;62,96998694;40,25654271;8;4239,858467;9,636397129;9,127009766;1,443163128
Retail;PhD;20;0,532178241;3204,96213;21,80127993;52,8655155;84,83774075;81,80668339;73,51165242;4;1838,29023;13,55820118;8,326614586;1,384070109
Healthcare;PhD;28;1,425850383;4956,628019;46,67169518;58,72949256;54,83202921;72,71072099;79,95316434;6;2955,476903;14,19175369;3,828173684;0,583902542
Education;Bachelor's;25;1,454298649;1963,642577;50,27714148;85,37131376;63,70820188;93,17150073;78,08030134;0;2518,867219;2,697169075;9,761738967;1,016653489
Finance;Master's;11;0,356221622;4735,726017;27,03680887;85,58889725;66,00283634;95,84805566;72,17633979;5;3229,757656;8,512600924;3,591439734;0,725058346
Healthcare;PhD;5;0,130849224;4616,290017;30,14370671;94,91776376;88,15750289;99,84038563;31,5241783;7;4864,471947;6,874539138;9,003742514;0,91077709
Finance;PhD;15;1,108011256;551,6629689;41,10830038;79,13430733;90,11245896;57,68420679;74,95117149;0;278,6776325;10,13615916;8,926737194;1,376847998
Retail;PhD;5;0,685185907;2525,524369;65,70055257;56,20536839;69,25530615;93,14820232;52,67827807;8;2869,807588;12,31668556;7,818918549;1,02751452
Retail;High School;12;0,224376343;4896,969049;50,42494544;56,07074528;70,89419983;63,30106884;14,22052919;2;4315,143896;5,647672808;6,071234264;0,834215293
Tech;Bachelor's;5;1,057255748;964,0461308;58,27411247;86,05661787;52,22545196;79,54079374;46,55510799;0;2406,913559;9,238378997;2,080024747;0,707888354
Education;High School;17;0,86314774;2965,031125;79,11047331;59,18923326;64,45683592;75,28864169;85,37263336;0;392,6359297;11,21347154;5,78774561;1,300324859
Finance;Bachelor's;17;1,472723551;4905,308782;66,08032612;66,41927498;72,56425886;50,89940658;81,02874798;5;2802,696762;3,747604077;4,211166301;1,124518015
Healthcare;Master's;24;0,418373294;2999,729408;46,06168989;74,36060035;55,84915232;96,638564;18,18114248;5;1660,369454;12,58286978;8,129953298;0,96806546
Retail;Master's;12;0,665569027;1354,168863;46,78651531;51,23824388;72,66337304;53,91635276;69,53013486;0;774,7089267;9,879424798;7,823162858;0,717484354
Tech;PhD;24;0,859564125;3119,824535;57,12632462;62,44095135;92,65879061;84,41094597;74,46342928;2;4245,172566;14,34398668;9,195512566;0,834246374
Tech;Bachelor's;28;1,208379984;1419,982583;59,92191251;70,39448043;79,06605099;89,25034181;31,71105506;6;2607,997565;6,413875949;1,133471462;1,459843427
Finance;Master's;15;0,868374119;2838,669183;50,04265555;63,98181592;53,94649275;89,76439245;47,72868566;9;4666,382062;3,40589725;8,281928951;1,020089938
Retail;Bachelor's;15;0,958060225;833,1899806;58,69167337;56,81851637;59,58356594;56,77472595;66,87903532;2;4030,082523;8,584515613;9,446158478;0,900699281
Education;Master's;6;0,416605872;3224,672011;21,41194966;86,40061289;73,72721751;72,37849753;45,12331911;2;3464,858969;3,115540032;8,103704042;1,021422042
Retail;High School;12;1,285686219;2825,554726;45,77737183;90,65738276;68,07435749;91,47144352;19,02375351;2;25,12751683;14,6038448;2,171750139;1,278988506
Finance;Master's;27;0,700082766;3830,726159;36,73628456;62,87394881;67,93635098;65,13396052;66,47059557;6;2139,117283;2,502904457;1,731511944;0,840108937
Finance;High School;29;0,297343479;3338,15212;27,75046671;88,72097473;76,46337241;73,38743377;82,93109518;3;987,4314083;11,79555071;1,187607158;0,678706121
Retail;Master's;20;1,02986308;2973,228208;25,97279077;69,27767822;79,21979608;63,63969463;62,19877827;3;4553,989555;8,826331176;6,658707032;1,084936118
Finance;PhD;18;0,402526634;3604,004822;56,19152994;75,33428954;89,84307851;73,17757089;71,90405989;2;872,9199234;6,792068482;6,667053867;1,165204103
Retail;High School;14;0,236587514;1147,738611;51,41603283;92,80005374;67,04832817;94,39189613;38,66900285;9;1430,300258;2,855948139;9,882223428;1,212718003
Healthcare;Master's;2;1,306781672;3179,118476;35,21504702;87,49768409;90,27331415;72,75621155;24,65585961;8;2584,183839;10,08817001;4,582388567;1,381987591
Retail;PhD;9;0,74422717;1274,497713;48,25700353;90,25584257;66,93056146;77,79560085;61,42189293;1;1316,818095;9,607864282;3,987156564;0,871174121
Retail;High School;5;1,148997198;4664,849935;49,53393891;56,84225833;52,77164945;70,19881417;36,22169647;3;1049,323386;5,65148255;6,619824345;0,575354896
Finance;PhD;20;0,506822584;807,5034718;31,70053883;53,48597129;77,70938255;73,00585916;78,80588152;7;2995,496626;13,83288212;8,430478053;1,458348584
Finance;Bachelor's;26;1,201758189;2436,686374;59,12558371;94,67023645;79,39511624;50,75870995;19,810244;5;444,6476138;5,953430095;9,430965546;0,935011927
Tech;Bachelor's;29;0,256710298;3631,088649;66,85516138;69,39171348;96,72701228;64,1872755;44,67709598;6;290,8387936;7,846430338;8,228117496;1,12325751
Tech;High School;1;0,598362723;2561,099953;67,48781245;64,3939839;86,3030663;71,82908609;41,73820804;6;1861,226476;9,068911927;4,840065826;1,166305323
Healthcare;Master's;23;1,469286545;914,4286395;56,14818984;86,23481271;95,88863262;81,6898488;85,04430828;1;3603,322273;3,303014416;6,714228118;1,046513709
Tech;High School;3;1,211585603;2990,205573;50,69831495;91,82077983;95,41736051;72,50259653;22,25078405;3;2774,033791;14,11810235;8,70669394;0,70525753
Retail;PhD;6;0,796158302;3387,34359;23,66042858;93,12448109;80,22870551;66,89085217;10,787746;9;2114,382342;6,868969982;5,415487195;1,25514305
Finance;Master's;5;0,57568846;3667,065399;37,26987793;65,79985706;76,38810327;69,40493677;29,04681702;9;2828,757821;3,05012978;2,950179793;1,303751974
Tech;Bachelor's;21;1,32098998;2179,669165;25,59628681;92,61061956;77,87204836;62,11466646;75,62214878;5;1827,257423;7,034785258;2,527510958;1,052975586
Tech;Master's;27;0,862786863;3036,46987;77,82938965;52,04669722;98,91654038;96,22471414;26,74574528;2;4680,731677;9,802633112;1,001419701;0,988561161
Healthcare;Bachelor's;5;1,161795025;2528,089137;28,10480877;52,48307457;88,65838459;76,08716129;29,2702451;8;274,5244546;8,677484734;7,464141955;0,613938183
Healthcare;Master's;1;1,155750752;3524,252174;29,10652459;81,17595976;55,31329524;50,67047269;20,39190436;3;3366,957395;11,02904566;1,99987488;0,583951661
Retail;Master's;17;0,12512395;3126,006353;73,3745971;53,15531846;88,92142034;50,97231292;67,23489626;9;4456,413324;2,721291247;3,194551897;0,839564846
Finance;Master's;19;0,276755296;2865,902988;76,63569701;66,23045843;58,52690244;98,64808175;15,53393524;1;4019,423544;5,699027934;3,680886984;0,810846156
Healthcare;PhD;14;1,023481113;1622,859651;65,94974235;83,63779931;72,36752745;61,07254457;36,49666419;5;920,2051741;12,6499975;6,043418741;1,453656451
Tech;PhD;12;0,326267736;509,0833299;20,32429542;66,8633448;60,52298361;90,28041444;32,59989813;0;1479,631745;3,038617941;4,581615496;1,283622742
Finance;High School;10;0,457690683;1283,367539;20,08077626;58,97998907;84,47915328;52,91376508;54,41277838;5;3585,239694;13,12131741;7,072065928;1,159924295
Finance;High School;20;1,425293136;1026,797186;42,68604619;64,06753109;93,86548681;96,05813683;68,4333012;9;421,3527959;3,194649197;1,500747934;1,017648089
Tech;Bachelor's;21;0,884255162;2520,881353;28,6037222;72,87876661;64,51809427;93,72085018;52,63011478;0;4059,308499;12,84790479;2,115452748;0,667367531
Healthcare;PhD;18;1,15102131;3255,161678;21,10316853;73,76929277;54,10053706;78,55465812;84,48207944;7;3594,534723;6,690249214;5,492903532;1,478456672
Tech;Bachelor's;24;0,881173034;1458,882539;47,84400136;89,15001157;64,9246549;50,44993286;86,11541111;4;3648,033246;9,958717822;4,032683091;0,875040698
Finance;High School;27;0,873519061;4725,756932;76,58371384;87,50766147;83,6180929;62,8905437;38,91722628;5;501,2068513;3,987532503;3,662320265;0,606925602
Education;Bachelor's;11;0,231812674;530,0695815;39,42917449;72,84089023;66,43800638;70,34113237;72,2144301;1;3588,802724;2,860193382;1,603252711;0,993798896
Education;High School;2;0,58112847;3975,354568;59,66844071;92,28336745;63,90560838;73,00320584;69,10411066;1;3399,090626;4,807196652;9,061472573;1,373998012
Retail;PhD;25;0,495403258;3313,421463;59,13412119;55,71185693;59,22175953;64,88393793;81,43716734;8;4154,612454;3,662099633;7,226367275;1,387291002
Tech;Master's;18;0,647019712;2180,996605;35,06480622;62,76766751;74,87582134;51,64739341;45,83549122;2;207,9797813;6,06127667;2,094563411;0,510965916
Tech;PhD;29;1,217681864;727,2002499;59,02551493;91,39882318;63,79744141;79,5063703;52,43785498;5;115,5533423;8,686982205;1,58541362;1,386295745
Retail;Bachelor's;25;0,620705735;3323,689573;32,74003846;68,89970193;86,55051746;76,20773338;43,26194509;9;1865,035499;9,653873026;9,773852801;0,771484217
Retail;Bachelor's;7;0,732375547;2235,260808;27,32044481;99,05907794;53,8311201;64,15003177;78,03015354;4;743,9414192;12,2682854;7,130552954;0,538972364
Retail;PhD;24;0,656333947;4713,202127;62,08299713;73,31266408;83,20165166;51,89879838;28,37618523;3;2791,922388;10,53111861;4,75710464;1,34779027
Finance;PhD;15;0,230771161;2938,955337;26,80644903;89,59678115;61,87800073;99,72970936;29,17672626;9;4586,744508;9,913858227;7,315579367;1,363866756
Tech;High School;11;0,717501022;4728,431801;79,81455312;70,11535207;74,46396305;74,09930934;39,80840829;1;1957,398652;7,353166357;7,806986078;1,09623108
Finance;Bachelor's;18;0,373852982;1492,176621;31,00714407;71,24767595;64,3044961;87,80021209;28,42742657;7;4224,751886;8,159509654;8,019659821;1,074433757
Retail;Bachelor's;23;0,361412614;3765,766597;55,64851177;69,14415736;86,1384338;72,61570175;54,88054691;9;1,204372589;7,388770782;5,300895751;1,313120273
Tech;PhD;12;0,231650546;3277,620594;44,68247428;85,95378103;97,26535201;52,15851454;20,75920852;6;842,5732173;12,94815839;4,868944823;1,286309553
Finance;Master's;6;0,599339364;3827,337034;27,58318534;77,3758942;95,85383897;65,48003725;35,61489755;1;152,1176983;4,990005883;1,099252758;1,390105473
Finance;Bachelor's;20;1,160474639;1466,005388;21,67063445;97,18890557;79,17131076;66,00550705;83,07557588;5;1640,735903;2,07437211;9,339014036;1,052747448
Retail;Master's;23;0,487018367;3492,475323;57,36393694;62,54451583;73,13051516;91,9176452;42,73803842;7;4540,947978;10,46715866;6,429770906;1,467647093
Tech;PhD;13;0,537288743;2741,181769;68,40545383;55,0281366;90,91502547;82,7114989;69,85869732;6;484,760618;4,632008387;2,828385435;1,496146831
Retail;PhD;20;0,999744521;3842,712387;70,52093969;69,66307425;84,16631813;63,77149518;19,07697534;0;3032,048884;13,57149677;9,276430775;0,61654461
Tech;High School;16;0,374177138;1971,700899;48,96280838;80,83563538;59,17820571;98,38699773;29,80516065;4;2257,479696;13,16760229;9,234387116;1,34954376
Education;Bachelor's;18;1,355741103;4505,256615;66,64732803;93,03994685;91,04596068;66,07709162;74,5876497;1;4692,341062;2,997455835;9,902657479;0,999822258
Healthcare;Master's;10;0,828266733;879,3559158;60,37082801;67,30984433;71,44421947;99,91170129;71,0394349;5;612,5957127;3,38304927;8,866509068;0,887566338
Healthcare;High School;28;0,726644116;4132,351935;63,45527165;82,68933756;59,449283;99,80818466;40,89247349;6;1060,139253;8,437230699;9,98005949;1,11307231
Healthcare;Bachelor's;23;0,880948269;4375,938316;49,55594031;67,50993405;64,08986752;59,56052589;86,35175216;6;147,7098431;9,919894616;3,202175693;0,555965557
Retail;High School;8;0,332448039;4177,635401;58,00470441;80,86097915;63,37635151;65,63705581;82,85144127;2;2169,676248;5,573808387;8,580246267;1,006461119
Education;PhD;18;0,958862394;2807,268774;68,33155481;94,24039735;75,96034873;74,30220992;86,98405993;6;1389,164498;11,31837032;8,407254779;1,37089057
Tech;Bachelor's;21;0,608341031;2472,73241;43,87305053;61,56788211;61,71850453;83,20503356;44,23317522;4;4349,529669;9,733908272;3,078463233;0,713461516
Finance;High School;1;1,356060877;4983,180289;68,35873405;70,21208211;56,17832437;76,40237245;25,79788669;7;3024,704066;6,222713427;1,885937941;0,926389895
Tech;High School;23;0,336395889;1531,27378;55,52101057;99,66325982;56,18454253;98,47207346;60,13269113;7;3070,45369;2,329829345;9,814784623;1,439480888
Finance;Master's;8;0,809871545;2960,941846;29,95406146;93,42785141;79,16380986;86,19945821;64,78185266;6;2659,553484;11,75195366;3,664220964;0,928563838
Tech;High School;29;0,937357681;3518,039864;21,48104943;78,23199289;86,73796444;60,60224247;20,03534276;5;459,2516861;4,791797656;8,838026114;0,858367632
Education;Bachelor's;6;0,146737043;3653,904361;41,76521602;75,83137959;66,07665044;55,25487751;72,91864274;1;2225,093419;12,84815867;1,037144392;0,940536648
Finance;Bachelor's;5;0,609170375;1418,110996;52,8017797;64,23001912;51,73253549;84,42006454;11,44481758;5;4997,525949;7,463773381;1,189223265;1,019452767
Retail;Master's;15;1,125689329;3442,973416;70,38922113;75,86047138;56,36124435;57,92262201;48,618271;8;4176,146454;9,502006754;5,192841778;1,131991344
Tech;Bachelor's;22;1,24852851;4182,663049;27,64914081;92,40907491;95,73472802;89,38384202;36,48130076;1;4467,295271;13,3483335;3,148432155;1,300692801
Tech;PhD;15;0,538426793;725,0835957;68,01238086;84,25872566;74,67718298;65,55183336;69,22424479;0;4116,131796;13,22709901;7,208571551;0,952102206
Finance;Bachelor's;2;1,218030581;4601,84582;71,78054276;64,50220141;72,67864048;66,34466315;35,02085819;4;515,2084672;6,829754478;6,09007893;1,317480935
Retail;Bachelor's;1;1,454858228;632,7682482;29,04124922;60,07319605;51,90245892;50,53991962;76,14456902;5;1137,24127;4,715555605;1,697372177;1,033720661
Retail;High School;23;1,299623511;2101,869646;71,09565916;63,26042685;86,43185112;85,05056335;57,5962791;2;15,60825678;12,07689901;2,463654667;0,83848051
Education;High School;23;0,264701583;571,159383;79,48721407;58,48796007;76,40340405;55,66348765;73,51146894;7;1517,550624;7,630042647;4,492443431;1,157950828
Retail;Bachelor's;26;1,135622465;847,1532584;63,61032986;54,7820348;60,1040468;88,64402887;89,14725103;6;543,0370117;4,496545916;2,670436576;1,217722255
Retail;Master's;11;0,547533565;4600,257283;67,08618091;70,95680872;55,50368801;74,5933911;64,33266766;1;2363,966727;13,75752945;8,130001125;1,058048976
Retail;High School;10;1,483782385;2096,873738;79,66491605;55,66498022;69,16939318;89,21399075;88,79602531;6;3385,637443;4,575354525;4,74463212;0,556614973
Healthcare;Master's;18;0,779502576;2411,471887;56,32887503;58,59562789;91,85809821;79,19632696;12,30690615;0;4372,526475;2,335493186;1,840886802;0,669882875
Education;Bachelor's;18;0,271407458;1469,049716;38,47318292;77,36623422;93,26472796;54,1216636;37,05119908;8;3746,085825;2,263639659;5,35908612;0,785297721
Tech;Bachelor's;17;1,115259767;3186,930966;70,25185004;58,22996368;80,14231902;88,28261684;18,62826116;6;4692,927979;10,09009963;1,81754363;0,782625606
Finance;PhD;26;0,552215678;3176,614466;56,86914665;53,19398837;86,37682136;53,48997424;30,98439451;5;269,491452;10,60177579;2,160435749;1,1734208
Tech;High School;8;1,49590942;2174,901763;54,87172542;65,8694425;55,75778937;73,93508603;77,11103193;1;60,89917708;6,043542166;3,156488488;0,518348662
Education;Bachelor's;15;1,471695441;1998,656923;35,21813333;61,01595493;79,40630327;58,61746071;12,58586123;2;3306,690569;6,16014286;8,735749347;1,255681777
Finance;PhD;8;1,018587625;4482,339387;65,38005617;75,7652594;83,34828517;87,6167589;51,61463486;0;1446,762051;6,413420896;9,321512791;0,765342475
Education;High School;17;0,281757029;2224,779078;24,90003655;55,11835423;60,03564215;95,57956139;55,3702966;9;1267,505081;10,84206111;8,436319564;0,810021846
Retail;Bachelor's;12;1,061605397;2720,754465;75,45722425;87,58853938;94,00773665;77,70630817;54,89209173;4;1654,435438;2,755739283;4,006694957;1,027909828
Finance;Bachelor's;27;0,230242681;1774,871431;39,54940765;95,31167597;59,74983688;76,35736471;48,02376591;8;1348,980289;14,07851258;3,45201797;0,715925601
Retail;High School;8;0,141109823;4040,462765;27,66647917;87,1717587;65,67386799;88,19815982;73,24823718;5;2557,182032;4,892773574;5,942401217;1,384471314
Tech;High School;25;1,252141825;2288,516706;46,54199199;76,64135187;81,02784235;50,25394065;20,68344716;4;2200,742236;14,99575167;7,496678445;0,585368779
Tech;High School;14;0,393654127;2811,249709;22,54819456;93,03339109;81,91750326;95,88793213;34,84616124;2;2562,142757;4,229795019;9,940355093;0,944382362
Finance;Bachelor's;4;0,630637977;1640,107265;61,07757166;84,74591899;84,96923705;59,87244085;59,25808428;4;3363,568058;12,03010395;2,184136407;1,349422269
Finance;Bachelor's;1;1,462840346;4944,468166;74,16233063;50,52755612;55,60058565;99,20594419;65,2761093;7;1935,652545;4,904363084;1,443627991;1,115843894
Education;PhD;1;0,571576703;1811,730834;70,23578043;69,70450764;92,4732215;86,8126974;42,33187454;1;1256,538436;3,051008421;7,249203001;0,792329516
Education;Master's;19;0,515085694;3968,341389;27,64216841;92,54759497;76,64235661;88,71255739;80,02970107;4;831,002684;13,37413322;8,490032052;0,920760208
Retail;High School;16;1,385491199;2423,730427;27,57626823;67,2929429;73,56608971;82,81014902;43,23947174;5;1747,370598;13,16376637;8,617139019;1,20669438
Finance;Bachelor's;14;0,255047823;1427,978323;68,80606894;51,76075868;99,05488123;73,58315914;42,22209075;9;3709,032376;7,246415102;7,106171942;1,473260743
Tech;Bachelor's;21;1,163415374;4098,734438;75,45525648;87,30898193;87,01891485;78,58138467;12,89658092;7;3783,524551;11,13114985;9,586142237;1,393138718
Education;High School;16;1,483291793;2001,230551;47,64018979;90,10191351;55,90030133;52,3201443;54,0913069;7;3334,526933;9,241857125;5,599042872;0,842432808
Education;Master's;5;1,361814415;4393,370063;49,93826701;58,02968475;87,82695836;81,19797547;66,69446708;4;1170,140877;13,08842948;9,224333185;1,498197879
Tech;High School;9;1,012335086;4618,657332;39,09572248;76,86702484;54,7624467;81,3049051;19,15505308;8;2940,431229;6,095727601;9,710309233;0,503504664
Education;Master's;26;0,539685113;4369,207259;73,6559071;59,59777195;51,37352813;94,56003987;34,43462129;3;2853,448308;8,8077412;8,624417113;0,527629756
Retail;Bachelor's;28;0,456050774;657,5356166;58,69417432;85,96172095;70,18129476;75,28281787;72,5005563;8;2421,330991;8,309840826;3,787827069;1,323840515
Finance;Master's;2;1,246957147;4043,180053;37,29509463;63,57752276;99,67890864;53,8572187;39,27355483;6;2749,894932;6,600775741;2,765940861;0,699462687
Tech;PhD;18;1,33175068;2351,027599;37,92697226;65,81075613;58,74419681;65,30979602;29,32819696;5;2458,953163;13,58891584;5,933080585;0,560769268
Finance;Bachelor's;6;0,835608878;4431,753141;73,47200438;92,24854268;83,63221718;82,78147061;63,77605309;3;2827,28183;4,156413021;5,077132753;0,737148073
Education;PhD;9;0,442075917;3370,794182;20,81804143;73,81611761;58,66980331;61,96294314;25,74070221;1;3577,529773;3,943612314;8,89982508;0,926100154
Education;High School;1;0,258120492;4251,394104;39,36359436;83,48772256;86,23934875;64,02639109;81,65223357;7;548,140972;9,499823959;1,90028504;1,23056627
Tech;High School;9;0,222051255;2747,442964;53,26140087;70,11865254;75,26768341;91,02345082;18,44787168;5;3748,128761;10,54742499;3,319660552;1,124335527
Retail;High School;25;1,106708426;2907,614771;28,89304773;64,90034286;83,9985855;79,21598659;66,52398418;2;679,4307506;4,530050306;7,766190501;0,737621218
Healthcare;Master's;16;0,688166219;1149,744345;25,52592525;81,27390302;60,1436588;75,42637159;49,9638961;6;333,1399921;7,079326749;1,854879805;1,003270448
Tech;Bachelor's;13;1,367503824;4027,943114;68,91657987;57,7428787;87,28141663;65,92259834;79,59436499;9;4880,398431;14,30532996;3,886879726;1,426214105
Healthcare;High School;9;1,135539821;2387,253253;73,66426332;68,64999178;99,78095298;86,5464018;20,09560728;6;4784,958844;5,206026495;4,484398546;1,315007777
Healthcare;High School;21;0,367764585;2750,360532;69,41638525;60,45185187;83,28252503;64,38592172;64,23159348;5;302,1827247;10,68868913;6,603344169;0,823189785
Retail;Bachelor's;13;0,959288386;4032,939713;73,92727338;84,78974835;74,6739999;86,85317588;55,76437113;1;2216,267207;11,62194212;2,423193811;1,482264561
Healthcare;High School;9;0,709707636;3194,8043;53,18671826;97,21044192;96,15869943;53,50507401;48,40721138;7;931,2246915;7,825673093;8,745440413;1,2086204
Healthcare;PhD;11;0,908149623;1404,944273;68,73548726;99,7755484;50,79259211;93,22706708;49,31258107;0;2426,724486;14,18783783;5,027880119;0,562449356
Retail;Bachelor's;4;1,133296773;3156,046966;43,0425583;72,51384052;86,49617596;74,97832317;67,75815694;0;4150,886215;11,57653756;9,253195407;0,535160713
Healthcare;Bachelor's;2;1,228674233;2334,347861;59,97607169;62,62651948;94,43732584;71,92540083;85,01933239;5;4753,058874;7,953019538;5,210829223;0,668407949
Healthcare;Bachelor's;29;1,281232257;2612,864939;79,33013188;72,14146852;53,08372918;80,55117058;17,30013273;4;3171,263267;9,401357623;3,47536233;1,227855868
Healthcare;PhD;6;0,455564824;627,4007348;33,54366343;92,3634705;72,50320852;81,20960364;11,56021181;8;1769,528336;11,00397476;2,276459458;0,683738926
Tech;Bachelor's;14;0,14356184;1445,132073;43,39398478;60,30028393;60,2359727;56,60175884;74,4563834;6;3016,627828;9,698472346;1,033705852;1,011486769
Tech;PhD;4;1,135012629;1764,671366;48,80284264;97,60478258;78,32590828;87,81167949;18,653551;1;1560,006531;13,42306859;5,789417365;0,59326012
Tech;Bachelor's;6;0,248881217;3708,320035;28,28092922;67,09328844;82,47714793;63,7964149;88,93574369;6;4549,118204;6,63955261;1,964410272;1,420886158
Retail;Master's;19;0,540887424;551,7161298;24,86231663;99,29018297;65,13115915;95,24809401;59,54785992;2;4352,002316;5,898514621;4,525549873;0,843960614
Education;High School;6;0,105343988;2339,497676;69,78337198;91,93044438;72,99908348;90,89253317;62,06931162;0;2791,158751;4,779905563;6,303445851;1,408132057
Healthcare;Master's;2;1,054337275;4658,120917;78,60766237;90,42852671;63,96697426;67,31330208;25,91133624;7;1623,994577;2,491178585;3,481173072;1,444875642
Healthcare;High School;18;0,333984816;1003,462774;44,28350383;65,89523369;68,46955822;90,38696466;29,22498482;2;1466,948378;2,559181537;2,577018631;0,506128647
Retail;PhD;13;1,017395374;2823,909747;25,25899017;50,4388606;57,97699783;67,81952496;62,74802425;7;167,0899735;13,31071751;7,972494603;0,964135187
Healthcare;Master's;9;1,488439664;4039,350721;23,94870564;69,10664544;94,27797218;55,04738408;82,77814703;6;4079,104255;10,8191109;9,521120551;0,524656056
Tech;Bachelor's;23;0,20173922;4741,390884;73,47909238;65,09046848;50,50052053;98,09441194;88,59124436;1;2251,916065;10,5869214;1,903963761;1,408692766
Education;High School;19;0,207909217;3860,494878;47,82885498;51,86984952;94,12045932;82,63010076;25,84247573;0;1625,664642;9,990356646;2,400312919;1,018407545
Finance;High School;13;0,57653213;3742,544969;39,20163899;75,26826283;78,58394392;72,80497633;20,72956982;6;2355,551775;13,03984888;9,640113915;0,574944013
Healthcare;Master's;11;1,31294112;4219,196406;48,58767627;70,15156556;66,58289221;69,88866758;14,51210862;0;4093,689952;8,243470034;1,340057996;0,610276728
Tech;PhD;1;0,401741816;2507,905494;39,09824568;81,72782339;86,15285627;66,23526671;79,46376145;5;623,0710385;13,31534077;9,798691029;0,883509024
Finance;Master's;24;0,604528948;4126,300397;49,34214652;81,05931611;75,38760759;99,07237977;33,57718775;9;4288,279941;6,67278534;1,041800348;1,440234193
Education;PhD;22;0,195907569;535,8398214;71,57338382;56,03733179;74,95543291;56,73736326;10,14496271;9;4487,544176;14,04719756;8,863017901;1,192909152
Finance;PhD;7;1,168417408;4660,524749;55,53808226;98,84827731;55,50711415;65,74025295;27,90544688;7;4733,539575;11,08254074;3,765926629;1,367618866
Tech;High School;25;0,67162888;2494,879293;61,67922637;59,34657147;69,4758013;74,27488201;37,23528641;6;1987,439962;5,343302768;9,447299724;0,866456646
Finance;Master's;21;1,162948226;2990,210845;41,88024057;72,26370124;62,05321729;73,89997725;89,27889356;3;1085,70202;9,333103982;3,852507598;0,5432137
Retail;Master's;15;1,365050982;1646,97012;64,31035271;74,40587717;50,78479528;73,56832422;51,88332751;0;1868,204092;8,929397299;6,888756894;1,474317637
Finance;PhD;1;0,425868406;3841,388748;59,99702509;90,65313986;68,00498154;58,78919079;26,37711581;0;1664,560481;3,792684682;1,720293128;0,517172991
Healthcare;Master's;12;1,230354442;844,8611291;27,17371987;54,9614798;54,49110647;57,24662636;36,78546758;3;880,7695625;9,686157775;3,180968303;1,447651653
Healthcare;Bachelor's;26;0,182731446;4426,861111;54,35857119;71,43221396;62,84150189;62,73837932;36,424615;4;3036,333351;6,092213108;7,963114118;0,868677424
Retail;Bachelor's;7;1,358386343;4226,525731;35,40460978;81,42510851;54,62583106;95,72630769;11,57805972;6;2383,120803;2,680533969;5,758172683;0,510090405
Tech;Master's;15;1,011075967;1472,270523;68,24574018;60,75778108;55,04708128;55,65264839;20,81464433;3;4328,504962;14,33253005;9,351721556;1,189157232
Healthcare;Master's;21;1,323917414;4141,959792;45,55626251;81,37339494;59,95056472;87,87125517;65,61571678;9;160,5479024;10,3393748;4,858762675;1,480540304
